Date,Location,Time Started,Time Restored,Cause
08/312023,South Central Aurora Hill,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Lopez Jaena,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,San Antonio Village,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Brookspoint,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Trancoville,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,West Modern Site,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,East Modern Site,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Brookside,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Imelda Village,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Holy Ghost Proper,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,New Lucban,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Teodora Alonzo,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,A. Bonifacio-Caguioa-Rimando (ABCR),2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Cabinet Hill ,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Cabinet Hill-Teacher's Camp,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Engineers' Hill,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Malcolm Square-Perfecto (Jose Abad Santos),2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Harrison-Claudio Carantes,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Session Road Area,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Military Cut-off,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,BGH Compound,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Phil-Am,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Legarda-Burnham-Kisad,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Holy Ghost Extension,2:08 PM,4:40 PM,Collapsed Pine Tree on primary lines
08/312023,Loakan Proper,6:00 AM,6:14 AM,To facilitate load diversion
08/312023,Liwanag-Loakan,6:00 AM,6:14 AM,To facilitate load diversion
08/312023,Atok Trail,6:00 AM,6:14 AM,To facilitate load diversion
08/312023,Camp 7,6:00 AM,6:14 AM,To facilitate load diversion
